Username,Review,Stars
Ashrofil Anam,No review text,5
YANUAR AFENDI,No review text,5
Much Nasih Amin,No review text,5
munarno ps,Sangat berkesan.,5
The Fadhlis,Joss Gandos,5
rifan ardiningtomo,No review text,5
Wandi andi,No review text,5
Ms Thohirin,Pendidikan Menengah Teknologi Rekayasa,5
riyan reski amin,No review text,5
Esa Saputra,No review text,4
Widda Mayyala Shofie,No review text,5
Nur Baiti,Eum dari luar nya err udah bagus apalagi klo diliat dari dalem nya,4
15. M.Muamar Kadafi,No review text,5
Riyan Irfandi,No review text,5
Feri Adianto,Sekolah Teknik pertama di Pekalongan,5
Dicky,No review text,4
Batik Kuntul Bali,No review text,5
Fr 99,No review text,5
imam sujarwanto,Sekolah Vokasi tingkat menengah negeri termegah.,5
Tris manto Gentong,No review text,5
BANG MOLEN,No review text,4
Ria Putri,No review text,5
Muhammad Afif,No review text,5
Muhammad Sukma wijaya,No review text,5
12_Dewi Sukmawati,No review text,5
Fredi Maulana,No review text,5
Fara Putri Amalia,No review text,5
Nova Indriyani,No review text,5
Mahasinil Ahlak,No review text,5
Rudy Hermawan,"Sebagai Alumni sekolah ini, banyak pengalaman suka dan duka. Semoga tambah maju sistem pendidikan nya, kualitas muridnya, serta terus mengeluarkan lulusan yang terbaik setiap tahunnya. Untuk para pengajarnya juga semoga semakin kompeten dalam mengajar anak didik di sekolah tercinta ini.",4
Kholifatul Munawaroh (Atung),No review text,4
13 Dava Aghnansyah,No review text,5
Alexandre,No review text,5
ringgo afkar,bagus,4
Siti Komariyah,No review text,5
Saidani Ahmad,SMK 1 Kedungwuni tempat belajar Ananda Alfian,5
Purwo Adi Nugroho,"Salah satu Lokasi tes P3K 2021. Nyaman, kondusif, dan mudah diakses.",5
Devi Rachmawati,No review text,5
Berthin Anggraeni,"Sekolahnya sangat bagus, luas dan bersih
Fasilitasnya sangat bagus dan lengkap
Kegiatan ekstra terkoordinir dengan baik …",5
Adila Dila,No review text,5
razzor velosive,No review text,5
Reza Rizky,No review text,5
Roghib Yahya,No review text,4
dedi dwi laksono,No review text,5
iLan Denis,No review text,5
Muhammad Said,Sekolah favorit dan nyaman,5
Muhammad Lutfi Maulana,SMK bisa,5
2028_ Arini Nur Febriani,No review text,5
Betty Noor,pernah sekolh disini angkatan 98,5
FANY RAMADANTI,No review text,5
Bambang Jambi,No review text,3
Sifa Fauziyah,No review text,5
Eka Pratiwi,No review text,5
Berkah Cetering,No review text,4
Aris Bambang,No review text,4
Gun Widodo,No review text,4
25_Diva Dwi Febrani X TITL 1,No review text,5
Eka Visikurnia,No review text,5
2084_Khamilatus Sholikhah,No review text,5
Radianto 2911,No review text,5
Devi Fitriani,No review text,5
175_Galang Doni Indrawan,No review text,5
09.Muhammad Faiq Hasan_X TKRO.2,No review text,5
Wahyunos Suryanto,No review text,5
Fatah Hidayatulloh,Tempat pendidikan anak terbaik di pekalongan,5
Yohan Effata,Sebagai Sekolah Unggulan,5
Lita Lianti,No review text,5
Asti Fanani,No review text,5
30. SATRIA ARDIANSYAH,Sekolah terbaik,5
Muhammad Luthfi hakim,No review text,5
Asmi Aviani,No review text,5
Dina Arina,No review text,2
achmad sobirin,No review text,5
Moch Javierdaliansyach,No review text,5
Laila Sakinah,No review text,5
Achmad Roeslan,No review text,5
Muhammad Abdul Aziz,No review text,5
Rio Indersyah,No review text,3
Em Aja,No review text,4
kuat print,Kuat Cetak kajajang gg 7,5
29_Erik Agustino,No review text,5
Khusnul Khotimah,No review text,5
sodikin xprau,"Kangen sekolahanku dulu...
25th sudah berlalu...",5
Mas Umam,Sebagai mantan alumni smk n 1 kedungwuni saya bangga dengan sekolah smk n 1 terus berinovasi dan berkembang dalam belajar mengajar dan pendidikannya,4
Arif Budi,No review text,5
Ziadatul Fariza,No review text,5
Hartini Pangestuti,No review text,3
26 Ryan Madianto,No review text,5
Lise Tiyo,Sekarang lingkunganya sdh rame banget..beda jauh dengan waktu aku sekolah disitu 25 thn yg lalu,5
mhulilabsr,No review text,5
Yuyun Nurlita,No review text,5
MANUSIA BIASA,No review text,5
Do Li,No review text,5
zulfa,No review text,5
Sardjana Jons,Tempatnya besar peralatanya untuk siswa nya komplet,4
Bambang Alisanto,Pendidikan vokasi yg sudah mendarahdaging di wilayah Kedungwuni khususnya.,5
Muchsin Afand,No review text,3
Bachtiar,Sangat bagus,5
Hartono Hartono,Hebat....👍 salut mampu melaksanakan sertifikasi berbasis kompetensi BNSP maju terus...pertahankan mutu lulusan. !!! …,5
Hakim Ox,No review text,4
agus handoko,Mantab sarana prasarana nya,5
ipangサバナ,No review text,5
wil dan,No review text,5
Masiwan,SMK favorit di Pekalongan... Bagus dan berprestasi dg lulusan yg berkualitas dan siap kerja..,5
Didiek_wjy,No review text,5
Anak Bapak,No review text,5
The Irsyad Maruf,No review text,1
Ilham Mardiarjo,No review text,5
Manap n,No review text,5
Aku Bagus,No review text,5
Muhammad Afif Rahman,Sugoi desu neee,5
Rodhiyah 8,No review text,5
Prasetio 1234,SMK Teknik negeri Favorit di Pekalongan dan sekitar.,5
Teguh Priyanto,No review text,5
BANG JAGO,No review text,5
I'ah Salafi,No review text,5
siti nur alviani,No review text,5
Firda Sania marsella,No review text,5
violet channel,No review text,5
Nailatuz Zulfa,No review text,5
Kefin Dwi Kurniawan,No review text,5
HARIS Al,No review text,2
Endang Wardhiyanto,"Luar biasa, SMK Kedungwuni melonjak.
Hijau sejuk. Adem di hati. Semoga sukses Prinsip saya, Pak. Ibnu Nafis",5
P Casmutii,No review text,4
PECINTA ROSULULLAH Dan Keluarganya,No review text,4
Tutut Pratama,Sangat mngasikn nyaman sejuk,5
Abdul Alchoir,No review text,5
Minhajuna Ulumudin,No review text,5
Agung Maulana,No review text,5
AMIRAVERS CHANNEL,No review text,5
komeng bae,No review text,5
Taryo,Sekolah kejurusan negri,5
32.Samshul Maarif,No review text,5
Abdi Munib,Oke,5
Safira Lenita,No review text,5
Bella Feby Lia,No review text,5
MUHAMMAD ATHOILLAH,No review text,5
Ismail Saleh,Mantep.. sekolah luas.. rapi,5
Brian Angga Hermawan,No review text,5
Yudi Disto,Bagus,4
Abdullah Imron,No review text,5
Kusumo Ardi,"Tempatnya sejuk,nyaman",4
Adys Freksis,SMA favorit didaerah kedungwuni,4
muhammad khairuddin,No review text,5
Irfa Helm,No review text,5
Viki Supriyanto,No review text,5
Fendi Minal Surachman,SMK yang bgus dan berkualitas,5
Agung Uwaee,No review text,1
Nella Mazaya,No review text,5
Lyl Rahma,No review text,5
Sinta,No review text,5
079_Naelatul Muna,No review text,5
Saheru,Salah satu sekolah kejuruan favorit di kab pekalongan,4
Wirono All,No review text,1
Miakkk Mintul,No review text,5
wong gendeng,No review text,5
Santi Lestari,No review text,5
Arnestus Ferdinand,No review text,5
Lex Hom,No review text,1
Riyadhi Sekarep,No review text,5
Esaa Priyatmi,No review text,5
Gezia Ramadhana Putra,No review text,5
Muhammad Akmalun Nas,No review text,4
Bagus Nuruzaman,No review text,5
andri EHEM,No review text,5
Hesti novi,No review text,5
purwandi priyo,No review text,5
Joe Joe,No review text,5
Taufiq Rohman,No review text,1
2086 Nabila Marsya,No review text,5
iqbal kai,No review text,5
Dina Pratiwi,No review text,5
CHURI YANTO,No review text,5
Andika Rosyeeda,Wah,5
Wawan 14,No review text,5
hamada kurniawan,Daftar sekolah terbaik di Pekalongan,4
suhardi Ilmi,No review text,5
sofyan diorama,No review text,5
ditafia adiniannda,Tempat sekolah yang dekat dengan lapangan gemek,5
Alfarizi Alfarizi,No review text,5
Aku Dedelia,"Gurunya kurang sopan.. masa pernah kesini dikira mau minta sumbangan. udah gitu dilempar sana, lempar sini pada bilang saya lagi sibuknya bapak aja, terus ibu aja. padahal cuma mau nempel poster lomba aja.  penataan tempat acak2an.. termasuk smk favorit sih",3
Muhammad Fathurohim,Wow... Sekolahku dulu 1994/1997 🤭 tua banget …,5
Hafid Alfan,"Sekolah dg fasilitas terlengkap,nyaman,dan bersih",5
Bhe Onr,No review text,5
Faqihul Aslam,"Salah satu sekolah kejuruan
favorit yang mencetak lulusan berkualitas
Sekarang masjidnya bagus dan dibuat jalur hijau. …",5
muhammad yusup,No review text,5
Taiyou Yui-lover,"Semuanya bagus sih kecuali toiletnya, gak terurus hanya beberapa saja yg layak",3
Rida Intan,No review text,5
jhon torlo,No review text,5
Adie Oragnah,Bulanane piro,5
janki dausad,No review text,5
Moh Rohman,No review text,5
Ari Saptarini,Aulanya masih perlu perbaikan.,3
khusnur rijal,Smk favorit di kab pekalongan,4
Fatkhiyati Risqi,No review text,5
Tria Agustina,No review text,2
yoga trisandria,No review text,5
M. Taufiqul Hafis,No review text,5
Johar Games,No review text,5
M. Alfian Syahrezi,Indahnya pemandangan,3
186 Bela Fitriani,Mudah2an w bisa sekolah diSmk Kedungwuni...,4
Deny Squarepants,No review text,5
L L (L. L.),Saya lulusan 2016 di Skensa... Hehe,5
Auto Error,Sekolah kejuruan terbaik dan menghasilkan lulusan yang berkualitas,5
34 Wildan Prasetyono,No review text,5
ADITYA HERMAWAN,Sekolah menengah kejuruan,5
Batik Hany,"SMK 1 Kedungwuni merupakan sekolah kejuruan yang favorit di kabupaten Pekalongan. Para siswa yang ingin diterima untuk masuk di sekolahan ini harus memiliki nilai tinggi. Selain itu, harus bisa melewati tes secara lisan dengan baik sehingga siap dan mampu menjadi siswa yang cerdas dan ahli dalam bidang yang dipilih.",5
M.Taufiqul Hafis,No review text,5
raihan muflih,SMK di Kedungwuni,5
debb,Sekolah Hebat,5
Elang Exotict,No review text,5
Agung Feriandi,No review text,5
R I F A,No review text,5
Harry_ Khenjzi,"Muter-muter nyari nih SMK ketemu jua..
Wow jua si sekolahnya😂😂😂 …",3
Resa Resmi,No review text,5
nabila shyfa,Saya ingin mendaftar di SMK 1 Kedungwuni karena takut tidak diterima,5
Faqih Sarosa,SMA 1 kedungwuni,5
Elok Febriana,No review text,5
Aldy febrianto,No review text,5
Dwika Risqi,No review text,5
Sub Zero,No review text,5
Arkis Salma,No review text,5
Irfaudin Ali,No review text,4
d hermawan,No review text,4
Hadi_sas,Sekolah kejuruan negeri pertama di kabupaten Pekalongan,5
Divani Majidullaev,No review text,1
Moch Harianto Nugroho,No review text,5
Sofita Nur Fitriana,No review text,5
Suhadi Suhadi,No review text,5
Wildanmu,No review text,5
Rizqi Ramadhani,"Saya ingin mendaftar di smk 1 kedungwani
Dari Mts Wonoyoso mohon tidak diterima",5
Suci Lisa,No review text,1
Riza Kismala,No review text,1
Shofwatin Nida,No review text,5
State indonesia,Aduh salah tempat,1
Eko Nugroho R,"Komunitas ""COMNAS-REWELD"" anak tukang las LAS-Republik",5
Riska Sunarto,No review text,5
Fadli Abdulaziz,Kangen sekolahan inu kususnya jurusan t.pem,5
anis hanafia,No review text,5
Yesun,Pernah ke tempat ini mengantarkan sodara,5
Fatkhur Rohman,sekolah terbaik di pekalongan,5
Eka Sismadi,Ada sodara yg sekolah disini. Tp kesian.  Buat dia spp dan uang gedung nya terlalu mahal.,5
MUAMMAR KADAVI,No review text,5
Alif Majid,No review text,5
Panji Yogaadhi,No review text,5
Umi Rozana,"Keren,..",5
Irfan Yusuf,No review text,5
Novangga Pradhana Fidiananda,Bagus,5
Chairul Anwar,Kangen :D,5
Arfian Safri,No review text,5
Muhammad Riski Irawan,No review text,5
Muhammad Yusron,No review text,5
David Adi Nugroho,Tempat pelaksanaan LKS Jateng 2015 mata lomba wall and floor,5
Cahyo Rizky Lillah,No review text,5
W Bagus N,No review text,5
Yuni Yumiati,No review text,2
Sulthan Samudra,No review text,5
Misbakhul Munir,Keren...,5
