Username,Review,Stars
Ika Hapsari,"Opsi wisata keluarga di Jateng dengan konsep zoo dan beach.
1. Lokasinya cukup mudah diakses dengan kendaraan pribadi, kurang tahu bagaimana akses dengan angkutan umum karena lumayan agak masuk dari jalan raya utama. …",4
Rini Kurnia,"So far Ok,
Anak2 senang lihat dolpin, antraksi animals, main pasir di pantai. Fun fact Pasir di sini tu beda sama pasir yang ga di area kawasan Safari beach nya Lo,pasir …",4
Budi Yanto,"Tempatnya nyaman, tempat bilas setelah selesai main di pantai banyak....makan enak",4
Jazuli,"Sangat cocok untuk wisata edukasi anak anak, letak strategis, menghibur. Perlu diskon harga tiket khususnya bagi rombongan anak sekolah, agar harganya ramah kantong masyarakat umumnya",5
Didin Ari H,"Cocok untuk berlibur bersama keluarga
Pentas LUMBA - LUMBA
Naik GAJAH …",5
Hidayatul Mustafida,"Hewanya lumayan lengkap dan bagus juga ada macam2 atraksi hewan tp sayang sekali tempatnya masih sangat kurang perawatanya, dan mohon jalannya di benahi lagi biar enak untuk yg bawa stroller, thankyou 🙏🏻 …",4
Nunu Nurjaya,Tempat rekreasi pantai yg oke dan edukasi bermacam² binatang,4
Margareta Pramono,"Sebuah kebun binatang yang berlokasi di pinggir pantai. SBJ berkonsep show dan edukasi yang menarik. Beberapa tampilan adalah show lumba², ragam satwa (anjing, burung kakatua, kucing, binturong, dll.), show gajah, show burung pemangsa, …",5
cantika prameswari budi putri,"1. nggak all in.
di depann bgt ada tarikan uang 5k/org buat masuk ke pantai (gatau itu resmi atau nggak). …",2
Beta A.S,"Wahana ⭐⭐⭐⭐
Hewannya tidak banyak,
Area bermain di area pantai berpasirnya tidak terlalu luas. …",4
Aditya Haryadi,"Tempatnya oke.. tiket affordable, walau kandang binatang2nya perlu diupgrade.. jgn ketinggalan pertunjukan lumba2nya krn bagus.. restonya blu bagus.. nasi goreng, ayam gorengnya, dan ayam bakarnya enak.. harga jg oke",4
Lia Wijayanti Wibowo,"Atraksi lumba2nya sudah update. Sudah kesini 3 kali alhamdulillah selalu puas dengan atraksi lumba2nya. Pantainya bersih, enak buat mainan anak2",5
Titis Nahari,Awal masuk sdh jauh lebih baik dr yg dulu pernah ksna sii..tp sangat di sayangkan pas masuk ke t4 kebun binatang nya malah lbh kumuh ..jalanan nya jg byk yg rusak ..semoga pemerintah setempat bisa memperbaiki biar byk warga tertarik ke sana …,4
Lina Yuni,"Bagusss, tempatnya dipinggri pantai, hewannya lumayann banyak",5
supandi,Tempat cukup menarik cuma tiket klo bisa diturunkan harganya biar masyarakat kecil menengah bisa sering2 berkunjung,5
Buyung Rizz,"Tiket murah meriah,,
Akses kelokasi mudah ditemukan,
Parkiran mobil juga luas dan lega,, …",5
Yus S,"Lumayan utk refreshing. Anak2 cukup antusias dg pertunjukan yg ada. Yg sedikit mengecewakan, saat kami difoto bersama lumba2, hasilnya kurang bagus. Dan saat makan di resto blu seafood waktu tunggu lebih dari 2 jam... Hehehe..",2
Mary Putri,"Liburan ke Safari Beach Jateng worth it banget,karena bisa puas menonton lumba-lumba,atraksi hewan-hewan,feeding animal atau sekedar bersantai di pantai.cocok untuk berlibur bersama keluarga maupun bersama teman, kemarin aku dateng weekend tiketnya IDR 70.000 / orang, tapi sudah dapat kupon makanan IDR 20.000. parkir luas dan bersih.👍 …",5
nindaarizky,"Berkunjung saat akhir pekan, hari Sabtu kami datang jam 09.10 an suasana masih sepi dan tidak antri. Harga tiket tergolong murah, 65rb dan free 10rb untuk pembelian makanan di food tenantpinggir pantai. Krn kami tidak membawa kendaraan …",5
Riskhi Andri Ani,Pantainya bagus. Ada toilet dan mushola. Ada spot foto yang menarik. Banyak penjual makanan. Pertunjukan lumba-lumbanya keren. Pertunjukan satwanya lucu. Harga tiket terjangkau. Namun perawatan & penataan zoo-nya masih perlu ditingkatkan.,4
YAN PAOSEN,"Parkir mobil 10 k , tiket dewasa 65k , tidak ramah stroller anak kecil  karena jalannya berbatu dan kerikil tidak siap untuk taman safari , minimal modal pavibgblock untuk 1  ruas jalan ke  taman  nya , kudanilnya udah resign juga , kolam …",5
RRR,"Dari salatiga-batang full tol jalanan aman sampe depan safarinya jalan masih bagus. Pas masuk terkejut wkwkwk udah becek ada renov banyak
Gw bw stroller jdd tanah semua tu stroller😆 …",3
Siska Wulandika,"Tiket masuk 70rb dewasa 50rb anak 2-6 tahun.
Free akses untuk akses pantai, animal show.
Untuk naik kuda nambah 25k, naik gajah 50k, naik unta 50k, masuk bird apa si itu …",4
Djoko Mul,"Pantainya bersih, tarip wajar tetapi sayang ada pos retribusi masyarakat sebelum masuk lokasi.",5
Muhamad Abdulloh,"Tempat yang lumayan buat liburan bersama keluarga, tapi harus di perbaiki lagi fasilitasnya kandang2 hewannya dan juga di tambahkan lagi koleksi binatangnya, dan buat kaum mendang mending yang mau ke sini lebih baik beli minuman di luar heheh karena lumayan harganya",5
Sewu Dino,"Tempatnya bagus adem kirain tadinya panas,.lumayan buat liburan anak istri cuman boleh kasih masukan dikit g sih?? Ma'af sebelum nya td saya sedikit ngobrol pada salah 1 security nya itu kebersihan mulutnya d jaga kayaknya,.g sengaja liat …",3
Abdul Moebarok,Sebenarnya pantainya bagus karena dikonsep dan ditata dengan baik. Pasirnya bersih dan disediakan banyak tempat duduk bagi pengunjung. Mushola  dan kamar mandi bersih karena selalu dibersihkan petugas. Pertunjukan badut jam 6 malam pun ada. …,3
poeji asih,"Ini pengalaman pertama saya ke sini yah dan baru tahu kalo ada tempat kaya gini di jawa tengah yakni kota batang, kalo kalian dari pantura arah barat berada di sebalah kiri jalan ya tepatnya lupa saya, tapi jangan khawatir di google map …",5
D'Fee Cutie,"Tiket Masuk ke Pantai 20rb tapi bisa dipakai buat beli makanan dan minuman di dalam.
Utk Tiket ke Zoo nya 65rb dg berbagai macam show animal, utk itu disarankan …",5
Ryna Setyana,"Kesana pas hari kerja gak terlalu ramai, tapi kebarengan sama anak2 TK yg pada outing class. Tiket masuk weekday 50k dan dapat voucher makan 10k (sudah termasuk lihat pertunjukan lumba2). …",4
tree lestari,Tempat ini memang salah satu tujuan kami yang memang senang dengan tempat nuansa alam ditambah ada binatangnya...ditambah ada dolphin shownya...ditambah cukup dekat dengan rumah dibandingkan harus ke safari bogor yang tentunya lebih mahal …,4
Naura Lathisya Zafarani,"Tiket masuknya mahal memang. Tp didalam.kita bisa main ombak, ada banyak cafe, ada pertunjukkan lumba2. Pertunjukan hewan2 lainnya. Ksni datang pagi pulabg magrib g kerasa",5
fm id,Memadukan wisata antara pantai dan kebun binatang. Lmyn bagus sbg destinasi liburan anak. Terdapat pertunjukan lumba2 sudah include dalam harga tiket. Jika mau berfoto dengan lumba2 nambah biaya 25k per orang. Pengunjung dapat naik hewan yg …,5
Wayitno Kila,"Masih dengan strategi datang di kala weekday, untuk mengurangi kepadatan pengunjung. Berada di Kota Batang, yang masih bagian dari management taman safari bogor, solo dan bali. …",5
Sofia Nabila,"Lokasinya gak jauh dari exit toll jadi gak bingungin kalo pulang-pergi.

Tempatnya masih under construction. Dateng ke sana masih sepi....acara animal …",5
Opick Salasa,"Periode 2016-2017 pernah kesini..
Dan kesampaian kesini lagi..
Secara keseluruhan, HAMPIR sama dan tidak berubah.. akses dr Parkiran masuk ke …",3
Hendro Prasetyo,"Untuk pengunjung luar kota karena belum tahu akses jadi 1 dengan pantai Sigandu sudah ditarik biaya masuk di pos awal
Tiket masuk weekend 50 ribu per orang …",5
Polidy,"untuk staffnya dari pintu masuk hingga di dalam ramah""...terutama buat yg jaga pintu masuk di lumba""...super sabar meskipun di bentak"" org tetap sabar dan ramah...",5
Blue Moon,"Tiket masuk kok 70 ribu
Mahal bangettt..... ??? …",5
Dhee,"Gila sih ada tempat sebagus ink di batang
Kayak nemu hidden gem
Plus pantai pula …",5
Sigit Setyawan,"Unggulan dari tempat wisata ini adalah pertunjukan lumba-lumba. Perlu antri 15-30 menit lebih awal agar mendapat tempat duduk, terutama saat liburan. Pantainya bukan pantai yang berpasir putih dan cenderung landai, jadi anak-anak bisa …",3
Meniek Maulanie,"Dateng malam minggu nonton show nya, pretty entertaining. Suka! Semoga makin berkembang ya..",5
Mega Puspita Sari,"Kesini pas musim liburan dan hujan.
Masih baru, jadi jalan menuju hewan2nya gak rekomen buat yg punya anak kecil, becek, bergelombang, berasa lagi off road / jalan di hutan. …",4
Dian Nur A (Dian),"Seru banget liat hewan2 dan main di pantai.. syg, pas kesana habis hujan, jadi jalannya becek, hewannya juga jd nya kotor, mau liat satwa nya jg kaca nya kotor jd ga begitu jelas klo mau foto.. saran klo kesini jgn pas musim hujan.. dpt voucher makan 20rb bisa dituker ditempat..",3
Ariyanto J.M.,"Tempat yang bagus, anak-anak senang. Datang udah mau jam 3 tapi alhmdulillah masih dapat nonton pertunjukan gajah dan lumba-lumba. Main di pantainya juga asyik karena cukup bersih. Hanya menurutku harga makanannya yang agak mahal, nyoba …",5
fauzi nur santoso,"Tempatnya cocok buat keluarga yang punya anak kecil, pasangan yang lagi PDKT,  pantainya bersih, tersedia food court",5
Marlina putriyana,"Tiket masuk dewasa 70rb/orang, anak diatas 2th 50rb/anak. Dapat voucher 10rb/tiket.
Naik gajah 50rb/orang. Jadi kalau anak diatas 2th+pendamping harganya 100rb. …",1
Isti NArifah,"Pas kesana, satwa nya belum begitu banyak, tapi pertunjukan satwanya lumayan bagus dan menghibur, pantainya juga lumayan bagus",4
luluk miftakhuljannah,"Tiket masuk nya promo 40rb
Tiket naik gajah dari 20k di tutup kertas di ganti 50k ( sempet kaget karena udah 4x ke sini ) …",1
Chandra “Cand” Motorun,"Sy datang dalam rombongan wisata anak TK. Kesan pertama sy sangat apresiasi sekali ada tempat rekreasi sebagus ini. Pantai bagus dan terawat pastinya. Apalagi dengan mini kebun binatangnya. Koleksi satwa sudah cukup banyak, mungkin perlu …",4
Pangasti Rahayu,"Kebun binatang dengan konsep berbeda, menggabungkan kebun binatang dengan wisata pantai.. keren sekali",5
Kunti Aliya,"Seru, bisa naik gajah dan onta dengan tarif 25 rb per orang. Juga foto sama lumba2 biayanya sama 25 rb per orang. Selese liat pertunjukkan dan hewan2 bisa istirahat di deket pantai sambil selonjorin kaki. Btw jaja disini ga terlalu mahal …",5
Andry Mahyudi,"Pinggir pantai, tp tidak panas... Banyak pohon rendang buat ngadem...
Toilet juga bersih, fasilitas cukup lengkap...
Cocok untu liburan keluarga..
Tiket 70 K untuk Weekend",5
Endro Sulistyanto,"Tempatnya cukup luas, tiket masuk kalo weekday 50K dan weekend 60K cukup okelah karena sudah termasuk bisa liat semua atraksi hewan berapa x pun. Kalau mau naik onta, gaja dan kuda atau atv bayar lagi. Itu juga sudah termasuk potongan beli …",4
Yunita Sari,"Tempat bagus dan asri untuk sekitaran pantai...
Untuk yg di zoo becek krna mgkn HBS diguyur hujan kemarin ya....
Untuk makanan kalau buat saya mahal ya...dg seporsi bakso seharga 28rb. …",4
Anies Heriyanto,"Lokasi nya berada di kota Batang, sekitar 10 menit dari alun2 kota Batang atau 30 menit dari kota pekalongan.
Mini zoo yang berada di tepi pantai. Hewan2 yg berada disini antara lain : …",4
Zakia Komala,"Kesana pas masa pandemi, sekitar 2th lalu.
Pengunjung cuman saya, suami dan anak.
Per orang tiket 40k, total 120rb. Parkir mobil 5rb. …",5
T. R. P,"Tempat yang bisa diputerin selama seharian bahkan sampe malem!

Tiket masuk dari gerbang awal desa sigandu dan masuk zoo mungkin sekitar Rp. …",4
Logia anmaala,"Bagus yaa, tempat nya juga lumayan bagus dan bersih..
Pas saya kesana tidak boleh membawa makanan apapun masuk kedalam,
Bisa mandi di pantainya,
Ada mini zoo, atraksi lumba²,burung dll",5
Devi Vita,"Kesana ketika libur lebaran.
Pertama masuk kawasan Pantai Sigandu bayar 5k per org lalu
Tiket Masuk Safari 70k per org, …",4
hanifah ayu asqiya,"Tempatnya adem, sekarang setiap kandang hewan ada penjaganya, trus dapet voucher, 1 tiket 1 voucher yg bisa ditukar di stand makanan. Sayangnya makanannya kurang enak semua",4
Arisky Yudha,"Pertunjukkan satwa dan lumba lumba sangat menghibur. Fasilitas lengkap (mushola, tempat cuci, tempat makan dan toilet) semuamya bersih.
Tiket masuk …",5
Diana Mazaya Atsarina,"kesini menjelang jam 3. nngga seberapa panas. keburu utk nntn pertunjukan lumba2, satwa2, akrobatik, dance.
tiket nya 60rb/org. dpt vocher makan/minum 20rb per org. pantai nya lumayan …",4
Ayu,Kayaknya ini dulu dolphin center bukan ya? Tempatnya lumayan luas plus pemandangan langsung ke laut lepas. Abis liat satwa bisa banget berjemur dan mandi di pantai. Food court juga menghadap pantai juga dan mayan rindang. Tiket masuk 50 …,3
septia dara,"Puas banget main kesini, apalagi ajak anak anak bakalan seneng. Menggabungkan pantai dengan kebun binatang. Saat menuju ke pantai akan dikenakan tiket 5rb/org untuk memasuki kawasan pantai sigandu, lalu memasuki area safari beach 1 orang …",5
Rinda Damayanti,"Tempat yg bagus untuk bawa anak-anak ke sini.
Ada pertunjukn kumba-lumba, ada pertunjukan hewan-hewan yg lain juga.
Pantainya bersih, kalau mau main air di laut juga bisa banget.
cuma untuk stand makanannya kalau weekend antri bgt 🥲 …",5
Khusnudin Jtg,"Cukup bagus, menarik dan menghibur akan lebih bagus lagi jika nanti fasilitas lainnya sudah selesai dibangun  tambah lengkap",5
iroiroSENNA.,"Kesan pertama kali dateng kek ""ini gimana konsepnya"" dan setelah masuk baru ngowoh ternyata ada kebun binatang di pinggir pantai. Waktunya review~ …",5
Naomi Yasmine,so comfy. enak banget untuk berlama-lama disini. family friendly banget. easy access kalau pakai kursi roda untuk makan di blu seafood-nya. pertunjukan lumba-lumbanya juga sangat menarik dan pertunjukan malamnya juga sangat keren. would like to comeback here to spend more time here 🫶🏻. …,5
nicko Afra,"Kesana pas Sabtu sore, sengaja mau main di pantainya saja.
Ternyata seru, ada prime show
Atraksi yg menghibur
Pantai bersih",5
Nophietha,"Nice..
Ada live akustik
Ada resto …",5
ardy destyone,"Agak kesorean dateng tapi bagus, beberapa hewan yang di kandang kurang atraktif, tapi shownya bagus dan sekelas safari solo, safari prigen dan safari bali. Karena 1 komplek dengan pantai sigandu, jangan lupa bawa baju ganti untuk berenang",5
Rusli Darmawan,"Seru buat anak2, tempat adem asik. Tiket masuk relatif terjangkau krn sudah include nonton show lomba2, burung pemangsa dan pertunjukan seru lainnya",5
Julie Ttia,"Sebelum masuk ke dolphin center kita harus lewat gerbang depan dulu bayar per orang nya sy lupa berapa. Masuk ke dolphine center bayar 60rb/orang. Parkir luas & gersang. Bisa nonton atraksi lumba-lumba, burung & beberapa binatang lagi …",4
Anastasia Asri,"Tempat rekreasi yg menyenangkan utk keluarga. Pantai bersih, penjual makanan ditata dengan apik, area bersantainya rimbun Krn banyak pohon, mini zoo & pertunjukan satwanya menarik, kamar mandi bersih. …",4
Lukman El Hakim,"Pendapat:

Untuk sarana dan fasilitas cukup, kalo dibandingkan masih lebih baik Solo …",4
Maulana Izaki,"Tempat wisata edukasi untuk keluarga.
Cocok untuk berlibur sambil belajar, untuk kunjungan studi sekolah (kelompok belajar (KB), TK, SD & SMP) …",5
tri novitarini,"Walo tiket agak mahal ya cukup worth it lah buat nyenengin anak2. Nonton pertunjukan lumba2, burung elang dan aneka satwa yabg bikin anak2 gembira. Parkir luas, bisa sekalian main di laut. Udah banyak pengembangannya. Overall oke",5
Luthfi Amalia,"Ke safari beach dg tujuan liat lumba2,, sampe sana jam 3 sore pas show terakhir mo mulai, yaa not bad buat show lumba-lumba nya, cm sayang bentaaaar bgt, jd buat kami yg datang dari jogja agak kurang puas aja😀 …",4
ahmad fauzi,"Lokasi mudah di jangkau tidak terlalu macet...dsekitaran pantai banyak rumah makan khas laut...permainan buat anak lumayan komplit,koleksi kebun binatang belom smwnya msh ada pembangunan, sarana toilet dan musholah bersih, ada wisata pantai …",5
Rondiya Sari,"Kesana pas Maret 2023. Tiket dewasa 50k ada voucher makan 10k. Show lumba-lumbanya seru banget, para petugasnya juga ramah. Anak-anak bisa liat berbagai macam hewan. Kebetulan ke sana pas rame anak TK. jadi show lumba-lumba cepet, jedanya …",5
Ayu Rizqi Oktaviana,"2 ajalah bintangnya. karena yg menarik di lumba²nya aja. daaaannn percuma kasih voucher sih menurutku, karena banyak syarat buat tukerinnya, harus yg ini itu, ngga boleh ini itu, berakhir ngga jd dipake vouchernya, mending ngga usah dikasih sekalian sih. padahal dulu gampang banget tuker voucher didalem, makanan minuman apapun.",2
David Ginting,Malam tahun baru di Beach Safari Batang bersama keluarga sungguh disajikan suasana yg seru dan mengesankan. Keramahan semua team mulai dari area parkir sampai didalam area sangat tulus dan sangat mengesankan. Kopinya enak dan makanannya …,5
Hendra Soewarno,"Bawa keluarga kesini dijamin happy, anak2 bisa melihat mini zoo dan atraksi lumba2, bermacam kuliner juga ada.",5
meilia permatas,"1. Jalan tidak ramah kursi roda / stroller, sebagian masih tanah bebatuan
2. Sekelas Taman Safari, sumpah ini ukuran kandang & kebersihan amat sangat tidak layak! Sempit, bau, kotor. …",2
Azis Mustofa,"Tiket mahal wahana masih banyak dalam proses pembuatan
Tempat juga masih becek",3
Senny Sari,"First timer. Pesan tiket via online, 50k/person, dpt kupon feeding animal + kupon FnB senilai 10k .. klo beli tiket on the spot ndak dpt kupon.
Lokasi pinggir pantai, sejuk banyak pepohonan rindang.  Masuk area disambut oleh …",5
ika oktiani,"Bagus sekali pelayanannya. Pesan tiket via online, krn dr info di ig-nya ada promo mendapatkan hot/ice tea, dan 2 kupon free feeding bird. Kebetulan e tiket tidak langsung masuk, hub via cs di wa, dicek sudah masuk dan bisa dipakai saat …",5
ariati f,"Januari 2023
hTM 60k dapat free kupon makanan senilai 10k.
Tempat bersih tersedia banyak tempat sampah. …",4
Hardian Ibnu,"SAFARI BEACH JATENG
Atau lebih dikenal dengan Dolphin Center Batang - Jawa Tengah. Salah satu destinasi wisata edukasi dan alam. Dikelola oleh Taman Safari Indonesia. Sudah pasti …",5
Noor Jannah,"Untuk pelayanan di arena kebun binatang sangat ramah sekali,,tp saat penukaran voucher food kita udah muter semua habis..harusnya dilebihin dong apalagi pada hari libur..bikin kapok aja kesini..pengunjung muter kan pasti lama,,pokoknya arena food nya gak banget 👎🏻 …",3
SISMARTONO TONO,"tempat yg cocok utk wisata edukasi mengenal banyak fauna, saran mungkin utk jenis2 flora perlu disisipkan agr lebih lengkap",4
Fitri Kusnindiarti,"Kunjungan pertama bln Desember 2022 masih proses renovasi dan jalan becek krn banjir rob
Wisata yg bagus utk keluarga khususnya anak2 utk pengenalan dg dunia binatang
Semoga kunjungan berikutnya lebih bagus dan lbh lengkap binatang2nya.",4
Immatul khoiriyah,"Safari beach yg bagus ..tempat untuk berkumpul keluarga  cocok untuk anak2..banyak hewan2 dan pertunjukan lumba2 ,bisa main di pantai juga",4
Vironica HP,Paket wisata hemat. Satu lokasi dengan 2 destinasi (mini zoo dan pantai). Sebelum masuk kawasan Safari Beach ada tiket Rp5.000/orang. HTM Safari Beach sendiri bisa dibeli online atau di tempat Rp.50.000/orang + Rp.10.000 untuk parkir. …,4
Nezi Matahari,"Menurut saya pribadi … hewan nya sangat sedikit… jadi kurang banget…. Mungkin masih perlu pembenahan lagi…
Menurut saya di bandingkan safari safari yg lain hanya safari beach jateng ini …",4
Toko Mebel danis Ungaran,"Pertmuan LF IIBF disini...tmpt nyaman banget..blue resort nya menunya enak2 bgt...pantai bersih, tertata rapi,fasilitas lengkap...",5
Siswo Saputro,"Mau liburan bersama keluarga? disini merupakan salah satu tempat yang recomeded. Lokasinya berada di area pantai sigandul kab. Batang, HTM 50rb saat weekand (juli 2022), parkiran yang sangat luas, pengunjung dapat menyaksikan mini safari, …",4
