Username,Review,Stars
Darryl I.M.T Ginting,Staff nya dari pintu masuk sampai didalam ramah banget suasana nyaman dan santai buat keluarga harga wajar dan enak enak..... Anak anak betah berlama lama dengan suasananya ... Tiap mudik sepertinya wajib mampir melepas lelah,5
Naomi Yasmine,so comfy. enak banget untuk berlama-lama disini. family friendly banget. easy access kalau pakai kursi roda untuk makan di blu seafood-nya. pertunjukan lumba-lumbanya juga sangat menarik dan pertunjukan malamnya juga sangat keren. would like to comeback here to spend more time here 🫶🏻. …,5
David Ginting,Malam tahun baru di Beach Safari Batang bersama keluarga sungguh disajikan suasana yg seru dan mengesankan. Keramahan semua team mulai dari area parkir sampai didalam area sangat tulus dan sangat mengesankan. Kopinya enak dan makanannya …,5
desi hana,"yah lumayanlah, stroller aja sampai susah buat jalan karna jalannya masih berbatuan",4
Sehat Ekonomiku,No review text,5
Azis Mustofa,"Tiket mahal wahana masih banyak dalam proses pembuatan
Tempat juga masih becek",3
Nabil Achmad,No review text,5
Amanda Hasyyati,Datang ke sini saat sedang renovasi di beberapa area tapi tetap puas karena ada atraksi hewan dan lumba-lumba …,5
Irfan fathurrahman,Safari Jateng di Batang merupakan salah satu destinasi wisata keluarga yang terletak di kawasan pesisir pantai utara Jawa Tengah. Tempat ini menawarkan pengalaman wisata yang terjangkau dan menyenangkan dengan suasana alami khas pantai. …,4
Yafie Hilmi,No review text,4
Bangkit Wijaya,No review text,5
hnz dsni,"GBLK MAKANAN NITIP DI PENITIPAN ILANG SEMUA PAS MAU BALIK,YANG LAIN BAWA MASUK BOLEH MIKIR BLOK",1
Siska Wulandika,"Tiket masuk 70rb dewasa 50rb anak 2-6 tahun.
Free akses untuk akses pantai, animal show.
Untuk naik kuda nambah 25k, naik gajah 50k, naik unta 50k, masuk bird apa si itu …",4
Rinarsih,No review text,5
Ikhwan Fadlirahman,No review text,5
Hanggoro Laras Sakti,No review text,4
pita flanelita,No review text,3
Astri Puspita,"Kedua kalinya kesini, ternyata tempatnya masih saja ada pembangunan. Menurut saya ini cukup mengganggu sih, karena pengunjung harus jalan memutar, dan jalannya becek karena hujan. Kalau kesini jgn lupa pakai sepatu. Sebenarnya taman safari …",4
cantika prameswari budi putri,"1. nggak all in.
di depann bgt ada tarikan uang 5k/org buat masuk ke pantai (gatau itu resmi atau nggak). …",2
Buyung Droid,"Di paksa pakai gelang kertas tanda masuk di depan anak & istri serta keluarga besar sy, dari kecil sy gak suka pakai cincin atau gelang. Dan sy lihat ada beberapa pengunjung lain yg tidak pakai dan tdk di paksa pakai...",1
Nunu Nurjaya,Tempat rekreasi pantai yg oke dan edukasi bermacam² binatang,4
Patroli Grup internasional,No review text,5
Sahabat Santri 21,No review text,5
Djoko Mul,"Pantainya bersih, tarip wajar tetapi sayang ada pos retribusi masyarakat sebelum masuk lokasi.",5
Irvan Aby,"Wisata Kebun Binatang dan Pantai di Batang.

Ada pertunjukan lumba-lumba, wisata kebun binatang, pantai yg bersih, stand …",3
Akhmad Syarief,No review text,5
RRR,"Dari salatiga-batang full tol jalanan aman sampe depan safarinya jalan masih bagus. Pas masuk terkejut wkwkwk udah becek ada renov banyak
Gw bw stroller jdd tanah semua tu stroller😆 …",3
Jainal Abidin,Ganti nama.??,5
"Lukman Amrullah ,A. Md",Kerenn,5
Ahmad Qomarudin,No review text,5
Jeremy Philson,No review text,5
Aris Noviyan,No review text,5
hariyanto. 1412,"Harga tiket sangat mahal tidak sesuai dengan fasilitas dan sarana yg ada
Keragaman satwa juga minim.
Banyak satwa yang tidak terawat dengan baik. Sarana dan prasarana masih kurang.",3
Jaja Muhammad Zakaria,No review text,5
syeren anjelika,No review text,5
Sri Sultoni,Terlalu mahal tiketnya sedangkan fasilitas belum selesai dikerjakan.,4
heru willy676,Tempat belum siap. Saat kami kunjungi. Nyamuk banyak sekali. Lumpur dan mbletok dimana mana.. akses manusia seperti off road.. …,1
Citra Patriani,"Di rekomendasikan buat yg sayang dgn kluarga, ank2 dan org tersayang, untuk sgala kalangan,. Sahabat, rekan kntor ,.. , kalo ingin melihat pertunjukan lumba lumba di anjurkan datng jgn lwat dari jam 15:00pm(sore) krna show lumba2 tutup jam …",5
Manav Rungta,Merupakan pengalaman yang baik untuk perjalanan sehari. Bersenang-senang dengan banyak kegiatan meskipun banyak kegiatan yang tutup.,4
Agus Siswanto,Enak bersih parkir luas..fasilitas musola kamar mandi bersih,5
SM GERANIUM,B aja,3
Purwo Adi Nugroho,"Secara keseluruhan solid, meski masih dalam tahap pengembangan.",5
Ayu Rizqi Oktaviana,"2 ajalah bintangnya. karena yg menarik di lumba²nya aja. daaaannn percuma kasih voucher sih menurutku, karena banyak syarat buat tukerinnya, harus yg ini itu, ngga boleh ini itu, berakhir ngga jd dipake vouchernya, mending ngga usah dikasih sekalian sih. padahal dulu gampang banget tuker voucher didalem, makanan minuman apapun.",2
Fasya Azzahra,No review text,5
Didik Eko prihartono,No review text,5
Uky pro,No review text,5
Cesmanto Bandar,No review text,5
Musthafa Adri Nugroho,No review text,4
Muhammad Fahmi,"Bagus masih dalam proses pembangungan, hewan lumayan lah untuk makanan dan minuman sedikit pricey yaa",5
Saharani,No review text,5
Erti Purnamasari,No review text,5
Imam Santosa,"Safari Beach Jateng

Merupakan tempat wisata berupa pantai yang berada di Batang sekaligus sebagai …",4
Pokamonyih Explorer,"Lumayan jauh ya dari semarang kota, kesana pas direnovasi jadi kurang puas hehe.. tempat bagus nyaman banyak binatang di mini zoo nya.. kesana pas minggu tp kok sepi apa karna udh jam 4 sore ya jd sudah pada pulang.. toilet bersih, lumba2 …",4
Maryam Restiwijaya,"Pas disana rasanya nggak pengin pulaaang....ramah semua, puas banget lihat atraksi lumba-lumbanya, pantainya sangat menyenangkan....terima kasih Beach Safari Batang....kapan kapan mau kesini lagiiii...⭐⭐⭐⭐⭐",5
nungky silmi kaffah,No review text,5
Akbar Ebrahim27,No review text,5
rosmala rosmala,No review text,4
Edi,No review text,5
Hyenis Hyenis,"recomend bisa main air di pantai dan liat hewan"" di kebun binatang ,",4
Yuda Hermansyah,"Tempat luas, Nyaman ,bnyk tempat duduk, pohonnya rindang ada bnyk mkn jga",4
dipati ukur,Oke,5
Robet Robetkom,No review text,5
Wuri Indah,Masih proses pembangunan..trs sblm masuk ke area sini udh dimintain parkir sm pemda setempat..jd bayar parkir 2x..yg menarik dsna it pertunjukan lumba2..tiket masuk blm termasuk tiket naik hewan2 dsna atau feeding animal dsna,4
Brama Aditya,No review text,5
Setianingseh,No review text,5
Umar Syahid,No review text,5
Lina Yuni,"Bagusss, tempatnya dipinggri pantai, hewannya lumayann banyak",5
dadan rustaman,Tempat yang cocok untuk liburan keluarga..,5
Nezi Matahari,"Menurut saya pribadi … hewan nya sangat sedikit… jadi kurang banget…. Mungkin masih perlu pembenahan lagi…
Menurut saya di bandingkan safari safari yg lain hanya safari beach jateng ini …",4
yolandhini Hardjono,"Pertama kesini 2021 dan baru berkunjung lg Nov 24.
htm 65 dewasa, 45 anak², parkir mobil 10 untuk weekend. Kmrn sy beli tiket online dan ada potongan. Fasilitasnya banyak yg sdh dibenahi dan skrg ada restonya …",4
Agis Zahra,No review text,3
Suwarso Warso,No review text,5
Enik winarsih,No review text,5
Juli R. Fushsilaty,"Sangat bermanfaat untuk anak² mengenal hewan² di sekitar.
.
Safari beach 2024 sangat banyak perubahan, dan lebih tertata. Baguss bangettt",5
Ary Kristanto,No review text,5
Laksmita Citra,No review text,5
Ishari Ishari,"Menyenangkan
Jarak tempuh dari kost Ridoi Illahi tali asih jatisari ke lokasi kira2 45 km
Mantap luar biasa",5
DINDA YUNITASARI,Bagus sekali saya sukaa,5
Hasan Fuadi,"Fasilitas kursi,musola,tempat bilas komplit tidak bayar.pantai bersih tertata.",5
Dwi Ardhiyanto,No review text,5
Annisa Krisridwany,"Tempat bertamasya yang asik untuk keluarga, ada mini zoo, dolphin show, pantai, tempat makan. Harga tiket dewasa 65rb, anak diatas 2 tahun 45rb, parkir 10rb, waktu kami ke sana dapat voucher makan 10rb per orang. Tiket termasuk nonton …",5
Rheta Mimi,"Staff nya sangat ramah , kamar mandi bersih, ikan fresh ...
Mantabh !!!",5
Pangasti Rahayu,"Kebun binatang dengan konsep berbeda, menggabungkan kebun binatang dengan wisata pantai.. keren sekali",5
Adikurniawan Kurniawan,No review text,5
Mr. Pager,No review text,5
Ananta Prambodo,Terima kasih,5
Rini Szznarpo,Sebaiknya disediakan dan disewakan mobil golf atau apalah untuk mempermudah manula dan disabilitas,5
Ajeng Lekas Faradibah,"Tempat kebun binatangnya ngga terlalu luas jadi ga capek buat muter2, dan ga ngebosenin karna ada show yg menarik. …",5
Putri Wira Septiani,No review text,1
hyenis zyuliyanto,No review text,4
Steven Telnoni,No review text,4
Nurmansyah Arif Wibisono,Taman safarinya jawa tengah yang ada di batang,5
radella asyayumna renata,Sangat asyik dan seru,5
Rafania Rizkyanindy,No review text,5
Meniek Maulanie,"Dateng malam minggu nonton show nya, pretty entertaining. Suka! Semoga makin berkembang ya..",5
siap mister,Keren... Toppp.. harus kesana buat yg belum pernah kesana.. Apalagi show Fire Dance nya keren...,5
Vinorika Official,Tolong kebersihan di perhatikan.,3
Jainal Arifin,No review text,5
mancing asik,menyesap,5
Fazadar Rohman,No review text,5
Mhamaze Bae,No review text,5
Ainur Rofiq,No review text,5
Octaviani Wulandari,No review text,5
Ridho Moghni Labib,No review text,4
Uni Anila,"Kalau mau ke sini, lebih enak sih seharian sekalian.. Karena apa? Kalau cuman setengah hari anak2 kurang puas. Gak bisa main air dan lihat pertunjukan2 nya. Pagi nya bisa ke safari beach dulu.. Nanti sorean baru ke pantai sigandunya …",4
Suryo Adi Atmoko,No review text,4
Eka Susanti,No review text,1
Dewi Aisyah,"Tempatnya bersih, adem banyak angin dr pantai, seru!",5
Ninik nimah Fauziyah,"Pertunjukan animal show,aerobik, lumba luma bagus tapi lokasi penonton lumba lumbanya itu berlawanan arah sama laut temboknya tinggi dan gaada kipas angin 1pun gerahh banget apalagi kita kesana waktu weekend jam 2siang pertunjukannya disitu …",2
Vivian Eveline,"Its a pleasant time to stoped by at bsbj.. Tujuan utama kami memang untuk dolphin show, mengenalkan ke anak kalau dolphin masih exist & dilindungi.. Untuk bagian zoo'nya mungkin bisa diplester karena bekas hujan tanahnya jd mengganggu untuk …",5
Winarsih Widirahayu,Nonton lumba2,5
ershalat tahta,No review text,5
aprilia hilda pafita,No review text,5
Lynna nty,No review text,5
iqbal mustofa,No review text,5
Nikmatul Maula,No review text,5
saputra panca,Menyukai,4
farah ainur,No review text,5
Najwa Azzahra,No review text,5
Cita Setya Utami,No review text,5
Makbar Mizandin16,"Naik gajah 50rb
Padahal di tiket 20rb
Gilak ga lagi lagi dah",1
luluk miftakhuljannah,"Tiket masuk nya promo 40rb
Tiket naik gajah dari 20k di tutup kertas di ganti 50k ( sempet kaget karena udah 4x ke sini ) …",1
Gothanx 57,No review text,4
Adit DOT,No review text,5
Andy Sibuea,No review text,5
winarti salim,No review text,5
Vito Ganesha,Antrian nya panjang kalo weekend,4
eko romy devianto,No review text,5
Cassandra Nathalie,No review text,5
Ardy Firmansyah,No review text,5
Farrel Ernesto,No review text,5
Eva Santina,No review text,5
Budi Yanto,"Tempatnya nyaman, tempat bilas setelah selesai main di pantai banyak....makan enak",4
Muhammad Alfa Hasyim,No review text,5
DK Bird Farm,Atas,5
ardi hnk,No review text,5
Azmi Channel,"Mantap aneka binatang, resto enak",5
楊羊,Saya ingin menonton pertunjukan lumba-lumba tetapi saya datang terlambat dan bahkan beberapa hewan sedang libur kerja. Saya hanya bisa minum kopi dan melihat laut.,4
Widya Ningrum,"Pantainya bagus, bersih. Lengkap juga karena ada safari mini nya.",4
Joni Pesucen,No review text,3
Setya Al fariq,Pegawainya ramah2 tempatnya bagus banget..,5
Riskhi Andri Ani,Pantainya bagus. Ada toilet dan mushola. Ada spot foto yang menarik. Banyak penjual makanan. Pertunjukan lumba-lumbanya keren. Pertunjukan satwanya lucu. Harga tiket terjangkau. Namun perawatan & penataan zoo-nya masih perlu ditingkatkan.,4
Dhenis Bryan,No review text,4
Yuyun Susanti,"Lokasi pinggir pantai jadi selain bisa lihat binatang juga bisa main di pantai, tersedia banyak tempat duduk di pinggir pantai
Jenis binatang kurang variatif, semoga kedepannya diperbanyak lagi.. yg paling …",4
Rini Kurnia,"So far Ok,
Anak2 senang lihat dolpin, antraksi animals, main pasir di pantai. Fun fact Pasir di sini tu beda sama pasir yang ga di area kawasan Safari beach nya Lo,pasir …",4
toto ardiyanto,No review text,5
Sigit Priyono,Cocok untuk bersantai pantainya,5
M. Rudi Fanani,No review text,5
Nur Hamim,SBJ berada di Pantai Sigandu Batang dan merupakan cabang dari Taman Safari Indonesia. Pertunjukan utamanya adalah lumba-lumba. Tapi banyak juga koleksi hewan yang ada pada mini zoo-nya ditambah dengan atraksi hewan yang menarik. Tiket masuk 60K.,5
Wahyu Safitri,No review text,5
Jryan Satyawan,"Buktikan.!!!. Jangan hanya denger apa kata orang...
Datang langsung dan nikmati keindahan panorama alam pesisir pantai sembari berwisata edukasi tentang satwa bareng sama keluarga dan kerabat. Kita juga harus …",5
M. Arsito,Bagusss  pertahankan tingkatkan lagi pelayanan mgkn bisa tambah koleksi hewan hewannya untuk edukasi anak anak,5
Syaeful Amri,"Agak aneh saat akan naik gajah, ada 2 harga tiket. Kalo lewat loket 1 orang 50k tapi kalo lewat mas mas.ny cuma 100k untuk 3 orang.",3
Fithriyah Widihastuti,No review text,5
Alfrond 171,No review text,5
Parmawati Arif,Bagus tpi syang tempat parkirnya panas,5
Nazillatul Khuril'in,No review text,5
fauzi nur santoso,"Tempatnya cocok buat keluarga yang punya anak kecil, pasangan yang lagi PDKT,  pantainya bersih, tersedia food court",5
Silvia Aguyastuti,No review text,4
Anggi Eka Febrinanda,No review text,5
aji riqqi,No review text,5
Yosi Pangestu,No review text,5
Indria Cemara,Cukup bagus....,4
Muhammad Mujtahid,"Karcisnya 40rb di hr minggu, sepadanlah sama gempatnya , bagus

👆👆👆👆👆 Itu adalah ulasan sya 3th lalu. Kemarin saya kesana lagi, sya kasi bintang …",1
Dede Ahmad,No review text,5
YAN PAOSEN,"Parkir mobil 10 k , tiket dewasa 65k , tidak ramah stroller anak kecil  karena jalannya berbatu dan kerikil tidak siap untuk taman safari , minimal modal pavibgblock untuk 1  ruas jalan ke  taman  nya , kudanilnya udah resign juga , kolam …",5
Azanita Sangaji,Seru..ternyata di semarang juga ada taman safari versi mini yg pantainya bersih dan nyaman untuk anak² dan keluarga..,5
Yandi fabi,No review text,3
Nurman Syair,No review text,5
Ken Himura,No review text,5
Annisa Amanda Putri,"Weekday :
Child (2-6 th) 35rb
Adult 50rb …",5
Syarif Hidayat,Seru tempatnya dan hewannya juga pinter pinter mashaallah bener2 edukasi wisata buat anak2 saya,5
Cantik Aku,No review text,5
Adik Setiawan,"+Tempatnya teduh karena banyak pepohonan, sejuk angin sepoi-sepoi, banyak atraksi satwa, toilet bersih …",4
ade raniansyah mustofa,No review text,5
Dhakir Abdul,parah...,1
Wulandari Irma,toilet dan musola ditambah lg,3
bonifatius sunyoto,"Tidak tertata rapi, kandang banyak yang rusak, masuk ke  kandang aviary burung bayar lagi bukan sebagai kesatuan dari tiket utama yang sebenarnya lumayan mahal
Not recomended",1
Aditya Haryadi,"Tempatnya oke.. tiket affordable, walau kandang binatang2nya perlu diupgrade.. jgn ketinggalan pertunjukan lumba2nya krn bagus.. restonya blu bagus.. nasi goreng, ayam gorengnya, dan ayam bakarnya enak.. harga jg oke",4
Fajar Fauzia,Anak2 sangattt happy dengan suasana dan hewan2nyaa..,5
Abang ijo,Lumanyun,4
Aprilia batang,No review text,5
ABC,No review text,5
farah rachmah,Safari prime sangat keren! Semua staf sangat baik,5
kang mus family,Wisata sekaligus belajar buat anak anak,5
Agus Suprianto,No review text,5
ivan suseno,No review text,5
stfexxza,No review text,5
Padminingsih Indri,"semoga semakin bertambah dengan atraksi2 binatang lainny
terutama binatang langkah",4
abdul latif,No review text,3
ICHA TRANS TRAVEL N TOUR,Tempat nyaman,5
Rosita Dewi,"Tiket masuk nya per orang 50k , dapet voucher potongan makanan 10k, bisa liat pertunjukan lumba-lumba sesuai jadwal. Luass banget tempat nya, cocok buat liburan & family time",5
Sabjan Badio,"Bagus, banyak tempat duduk.",5
Lisa Ida aryani,No review text,4
Imad Pkl,No review text,5
Kukuh Apri Haryadi,Keren bisa kasih makan hewan dan dekat pantai juga,5
Adia Kreatif,No review text,5
Mommy Febny,Baguss .,4
Shiro Yuki,Cukup bagus,4
Widi S.,No review text,5
Maulana Wildan,No review text,5
fransiska ratna wulandari,Ke sana cuma karena pengen lihat dolphin. Karena memang sesuka itu lihat dolphin. Datang mepet banget 3 menit sebelum show dimulai. Harga tiket include dolphin show cukup affordable. Karena kesorean setelah lihat show dolphin dan aneka …,4
Sutomo Ws,No review text,4
Wijaya Danu,Tempat yg asri dan adem karena masih banyak pohonnya,5
muhammad rizky fradana,No review text,5
Rizky Ramadhan,No review text,5
ega wulandari,No review text,5
Prisma Nanda,No review text,5
Ali Mukti,No review text,1
Adjie iin Indarwati,No review text,5
bondan wiratmoko b. s.,Sebenarnya tempat ini menarik... Namun karena akses antar spot belum sepenuhnya jadi.. masih natural .. membuat proses menuju ke spot dolphin show jadi bikin kaki sakit dan mudah capek... Belum ada akses khusus. …,4
yulia ermawati,No review text,5
Panji Rifky,No review text,5
Marlina Wati,"Gilakkk nunggu kebab 1 doank sampe 1 jam... Dari no 34 sampe no 50 belum di bikin"" Tuh kebab",1
Daan Fahrurozi,Pantainya tenang buat refleksi pikiran apalagi sore menjelanga malam,5
Yus S,"Lumayan utk refreshing. Anak2 cukup antusias dg pertunjukan yg ada. Yg sedikit mengecewakan, saat kami difoto bersama lumba2, hasilnya kurang bagus. Dan saat makan di resto blu seafood waktu tunggu lebih dari 2 jam... Hehehe..",2
Budi Setiawan,"06/08/2024

Dari Tegal ke Batang.",4
Ana Marya,"Tiap pulang ke pekalongan pasti ajak mertua kesini, terakhir kesini ada resto nya bagus",5
Syah Go,Tempat asyik untuk liburan keluarga mau liat pantai bersih cantik dengan pasir putih atau lihat aneka ragam binatang dari berbagai daerah semua dalam paket komplit hrga HTM pun trjangkau.. …,5
Nur Yulianti,Tdk boleh bawa makan/minum dari luar,4
Nila Munana,Sangat familyfriendly,5
SalSabila Prameswari,"Tiket akhir pekan 65k untuk dewasa.
Dan masih banyak pertunjukan dari binatang seperti lumba-lumba, burung dll.
Kebun binatang ini tidak terlalu besar namun memiliki beberapa hewan seperti …",5
nawiroh bafodhol,Mantap makanya beli di mitra komputer ajq,5
Realino Aditya,No review text,4
Mega Purwati,No review text,4
alip mukti effendi effendi,No review text,4
SINTOX KASIR,No review text,5
Nophietha,"Nice..
Ada live akustik
Ada resto …",5
Iman Stema05,No review text,5
wen ning,"tempat tertata dengan rapi. tiket masuk bisa ditukar dengan makanan yang ada didalam. bagus sih ide nya buat perpaduan antara pantai dan binatang, yang mau bawa anak-anak aku rekomendasiin sih, adik aku dibawa kesini seneng banget bisa main sambil belajar. rekomended inii👍🏽👍🏽👍🏽 …",5
Sekar Arumsari,No review text,5
Bonny Asmara,No review text,3
Arif Jack,rekreasi keluarga,4
Sanggar Aryanti,No review text,5
Nisa Yustisia,No review text,5
yoga budi,No review text,5
desi natalia,No review text,5
Budi Raharjo Wibowo,Sangat puas di tempat wisata safari beach batang,5
Agung Saputra,No review text,5
Nabiela Alfi,Pemandangan yang indah,5
Fachroni Hidayat,"Hewannya lumayan banyak tp sayang kurang lengkap, free vocer makan 10rb pertiket,",4
Roni Triono,Perjalanannya menyenangkan,5
Zidan Arzaq,No review text,4
Dany Satyogroho,No review text,5
Titis Nahari,Awal masuk sdh jauh lebih baik dr yg dulu pernah ksna sii..tp sangat di sayangkan pas masuk ke t4 kebun binatang nya malah lbh kumuh ..jalanan nya jg byk yg rusak ..semoga pemerintah setempat bisa memperbaiki biar byk warga tertarik ke sana …,4
Kazeko Joe,No review text,4
firman pijer,Bagus,5
Markus Budi Hermawan,"Menurutku sih ini wisata pantai terbaik di pekalongan dan batang ya... Standardnya nasional, bersih, terawat ngga banyak sampah.
Suasana juga enak banget di sini, manajemen pengelolaannya juga bagus. …",5
vita shahab,sangat recomended untuk di kunjungi,5
Ibu Miftachuljannah,No review text,3
Andi Saputra,pantai nya bagus cuman tarifnya lumayan mahal,3
Yoga tama,No review text,4
Novia Candra,"Makanan enak, tempat nyaman",5
OMAH Sholawat,No review text,5
werdy pande,Recommended bisa lihat satwa dan main di pantai,5
